Order ID,order_date,product_name,quantity,unit_price,status
ORD-00265,2025-03-18,Webcam 1080p,2,69.99,completed
ORD-00097,2025-02-12,Ergonomic Mouse,5,64.99,completed
ORD-00536,2025-06-28,Blue Light Glasses,2,29.99,completed
ORD-00299,2025-04-08,Desk Lamp LED,1,34.99,completed
ORD-00352,2025-04-28,Thermal Paste 5g,5,7.99,completed
ORD-00342,2025-04-02,Tablet Stand Adjustable,5,22.99,completed
ORD-00502,2025-06-27,Tablet Stand Adjustable,4,22.99,completed
ORD-00004,2025-03-16,Laptop Sleeve 15in,1,24.99,completed
ORD-00434,2025-05-31,Smart Power Strip,1,54.99,completed
ORD-00712,yesterday,Mini Wireless Speaker,1,59.99,completed
ORD-00112,2025-02-24,Monitor Privacy Filter,5,39.99,completed
ORD-00238,2025-03-04,Screen Cleaning Kit,2,9.99,refunded
ORD-00489,2025-06-17,Noise-Cancelling Headset,1,149.99,completed
ORD-00128,2025-02-08,Mini Wireless Speaker,3,59.99,completed
ORD-00266,2025-03-06,HDMI Cable 2m,2,12.99,completed
ORD-00023,2025-01-17,Tablet Stand Adjustable,2,22.99,completed
ORD-00706,2025/99/99,Smart Power Strip,1,54.99,completed
ORD-00399,2025-05-26,Laptop Sleeve 15in,5,24.99,completed
ORD-00018,2025-05-26,Screen Cleaning Kit,1,9.99,completed
ORD-00550,2025-06-02,Mechanical Keyboard TKL,1,129.99,completed
ORD-00322,2025-04-29,Wrist Rest Pad,4,14.99,completed
ORD-00120,2025-02-18,Thermal Paste 5g,3,7.99,completed
ORD-00517,2025-06-04,Blue Light Glasses,3,29.99,completed
ORD-00324,2025-04-19,Blue Light Glasses,1,29.99,completed
ORD-00443,2025-05-28,Thermal Paste 5g,4,7.99,completed
ORD-00377,2025-05-27,Cable Management Box,1,19.99,completed
ORD-00514,2025-06-10,Mechanical Keyboard TKL,3,129.99,completed
ORD-00054,2025-01-13,Smart Power Strip,4,54.99,completed
ORD-00685,2028-08-26,Ergonomic Mouse,1,64.99,completed
ORD-00724,not-a-date,Mechanical Keyboard TKL,1,129.99,completed
ORD-00258,2025-03-18,Wrist Rest Pad,5,14.99,completed
ORD-00213,2025-03-30,Portable Charger 20000mAh,5,44.99,completed
ORD-00146,2025-02-05,Noise-Cancelling Headset,4,149.99,completed
ORD-00457,2025-05-22,Noise-Cancelling Headset,3,149.99,completed
ORD-00015,2025-01-03,Ergonomic Mouse,3,64.99,completed
ORD-00319,2025-04-05,Webcam 1080p,5,69.99,completed
ORD-00031,2025-01-18,Mini Wireless Speaker,3,59.99,completed
ORD-00474,2025-05-10,Thermal Paste 5g,5,7.99,completed
ORD-00723,01-JAN,Portable Charger 20000mAh,1,44.99,completed
ORD-00188,2025-03-24,Desk Lamp LED,4,34.99,completed
ORD-00493,2025-06-12,Ergonomic Mouse,5,64.99,refunded
ORD-00207,2025-03-24,Blue Light Glasses,1,29.99,completed
ORD-00205,2025-03-24,Wireless Earbuds Pro,5,79.99,completed
ORD-00410,2025-05-23,Desk Lamp LED,3,34.99,completed
ORD-00191,2025-03-29,Noise-Cancelling Headset,3,149.99,completed
ORD-00250,2025-03-31,Blue Light Glasses,3,29.99,completed
ORD-00618,2025-06-07,Wrist Rest Pad,3,,completed
ORD-00695,2028-11-06,Blue Light Glasses,1,29.99,completed
ORD-00444,2025-05-08,Laptop Sleeve 15in,2,24.99,completed
ORD-00594,2025-06-04,Wrist Rest Pad,5,14.99,completed
ORD-00623,2025-06-22,Cable Management Box,1,,completed
ORD-00136,2025-02-07,Noise-Cancelling Headset,3,149.99,refunded
ORD-00126,2025-02-25,Mechanical Keyboard TKL,3,129.99,completed
ORD-00513,2025-06-18,Screen Cleaning Kit,3,9.99,completed
ORD-00520,2025-06-09,USB-C Hub 7-Port,1,49.99,completed
ORD-00466,2025-05-23,Mechanical Keyboard TKL,3,129.99,completed
ORD-00679,2028-05-16,Blue Light Glasses,1,29.99,completed
ORD-00497,2025-06-08,Noise-Cancelling Headset,2,149.99,completed
ORD-00094,2025-02-15,HDMI Cable 2m,3,12.99,completed
ORD-00292,2025-04-03,Desk Lamp LED,5,34.99,completed
ORD-00701,yesterday,Smart Power Strip,1,54.99,completed
ORD-00273,2025-04-30,Smart Power Strip,5,54.99,completed
ORD-00276,2025-04-24,Blue Light Glasses,1,29.99,completed
ORD-00008,2025-03-14,Cable Management Box,1,19.99,completed
ORD-00468,2025-05-08,Cable Management Box,2,19.99,completed
ORD-00659,2025-06-07,Ergonomic Mouse,1,-64.99,completed
ORD-00605,2025-04-09,Mechanical Keyboard TKL,3,,completed
ORD-00002,2025-01-04,Laptop Sleeve 15in,2,24.99,completed
ORD-00100,2025-02-12,Portable Charger 20000mAh,1,44.99,completed
ORD-00632,2025-01-05,Portable Charger 20000mAh,one,44.99,completed
ORD-00707,01-JAN,Mini Wireless Speaker,1,59.99,completed
ORD-00190,2025-03-22,Cable Management Box,4,19.99,completed
ORD-00414,2025-05-10,USB-C Hub 7-Port,4,49.99,completed
ORD-00589,2025-06-12,Cable Management Box,5,19.99,refunded
ORD-00008,2025-01-05,Blue Light Glasses,3,29.99,completed
ORD-00102,2025-02-22,Screen Cleaning Kit,5,9.99,completed
ORD-00278,2025-04-07,Desk Lamp LED,1,34.99,completed
ORD-00298,2025-04-19,Ergonomic Mouse,3,64.99,completed
ORD-00651,2025-03-15,USB-C Hub 7-Port,1,-49.99,completed
ORD-00447,2025-05-31,Desk Lamp LED,2,34.99,completed
ORD-00017,2025-03-28,Wireless Earbuds Pro,1,79.99,completed
ORD-00635,2025-05-09,Monitor Privacy Filter,,39.99,completed
ORD-00220,2025-03-17,Cable Management Box,5,19.99,returned
ORD-00519,2025-06-05,Monitor Privacy Filter,3,39.99,completed
ORD-00358,2025-04-15,Wrist Rest Pad,1,14.99,completed
ORD-00239,2025-03-30,Mechanical Keyboard TKL,4,129.99,completed
ORD-00647,2025-05-24,Desk Lamp LED,?,34.99,completed
ORD-00323,2025-04-19,Ergonomic Mouse,4,64.99,completed
ORD-00362,2025-04-09,Laptop Sleeve 15in,3,24.99,completed
ORD-00725,32-13-2025,Monitor Privacy Filter,1,39.99,completed
ORD-00661,2025-01-13,Webcam 1080p,1,-69.99,completed
ORD-00599,2025-06-28,Wireless Earbuds Pro,1,79.99,completed
ORD-00218,2025-03-27,Noise-Cancelling Headset,2,149.99,completed
ORD-00505,2025-06-10,Cable Management Box,3,19.99,completed
ORD-00242,2025-03-27,Cable Management Box,1,19.99,completed
ORD-00595,2025-06-12,Webcam 1080p,2,69.99,completed
ORD-00006,2025-01-08,Ergonomic Mouse,4,64.99,completed
ORD-00261,2025-03-05,Wrist Rest Pad,3,14.99,completed
ORD-00622,2025-01-05,Noise-Cancelling Headset,2,,completed
ORD-00626,2025-06-17,HDMI Cable 2m,,12.99,completed
ORD-00546,2025-06-21,27-inch Monitor Stand,2,89.99,completed
ORD-00523,2025-06-04,Thermal Paste 5g,4,7.99,completed
ORD-00082,2025-01-02,Wrist Rest Pad,3,14.99,completed
ORD-00714,not-a-date,Blue Light Glasses,1,29.99,completed
ORD-00179,2025-03-20,USB-C Hub 7-Port,4,49.99,refunded
ORD-00418,2025-05-19,Cable Management Box,1,19.99,completed
ORD-00113,2025-02-08,Cable Management Box,2,19.99,completed
ORD-00025,2025-01-01,Cable Management Box,5,19.99,completed
ORD-00699,2028-05-06,Portable Charger 20000mAh,1,44.99,completed
ORD-00429,2025-05-30,Mechanical Keyboard TKL,5,129.99,completed
ORD-00211,2025-03-06,Noise-Cancelling Headset,2,149.99,completed
ORD-00134,2025-02-09,Ergonomic Mouse,5,64.99,returned
ORD-00354,2025-04-08,HDMI Cable 2m,1,12.99,completed
ORD-00404,2025-05-23,Cable Management Box,2,19.99,completed
ORD-00480,2025-05-03,Tablet Stand Adjustable,1,22.99,completed
ORD-00080,2025-01-23,Monitor Privacy Filter,2,39.99,completed
ORD-00090,2025-02-28,Portable Charger 20000mAh,1,44.99,completed
ORD-00037,2025-01-26,Noise-Cancelling Headset,2,149.99,completed
ORD-00350,2025-04-11,Ergonomic Mouse,3,64.99,completed
ORD-00030,2025-01-23,Wrist Rest Pad,2,14.99,completed
ORD-00535,2025-06-21,HDMI Cable 2m,3,12.99,completed
ORD-00463,2025-05-09,Desk Lamp LED,1,34.99,completed
ORD-00076,2025-01-28,Wrist Rest Pad,2,14.99,completed
ORD-00027,2025-01-07,Screen Cleaning Kit,4,9.99,completed
ORD-00269,2025-04-28,Desk Lamp LED,2,34.99,completed
ORD-00344,2025-04-21,Monitor Privacy Filter,1,39.99,completed
ORD-00089,2025-02-08,USB-C Hub 7-Port,1,49.99,completed
ORD-00411,2025-05-16,Mechanical Keyboard TKL,5,129.99,completed
ORD-00442,2025-05-22,Cable Management Box,5,19.99,completed
ORD-00568,2025-06-23,Thermal Paste 5g,5,7.99,completed
ORD-00151,2025-02-18,27-inch Monitor Stand,5,89.99,completed
ORD-00669,2025-06-17,Monitor Privacy Filter,1,-39.99,completed
ORD-00345,2025-04-21,Thermal Paste 5g,3,7.99,completed
ORD-00009,2025-06-14,Blue Light Glasses,1,29.99,completed
ORD-00313,2025-04-08,Cable Management Box,1,19.99,completed
ORD-00554,2025-06-05,Mechanical Keyboard TKL,4,129.99,completed
ORD-00115,2025-02-15,Blue Light Glasses,5,29.99,completed
ORD-00232,2025-03-30,27-inch Monitor Stand,1,89.99,completed
ORD-00637,2025-02-23,Smart Power Strip,,54.99,completed
ORD-00177,2025-03-13,Smart Power Strip,5,54.99,completed
ORD-00149,2025-02-08,Wrist Rest Pad,4,14.99,completed
ORD-00143,2025-02-13,Screen Cleaning Kit,2,9.99,completed
ORD-00133,2025-02-13,Ergonomic Mouse,2,64.99,completed
ORD-00654,2025-05-03,HDMI Cable 2m,1,-12.99,completed
ORD-00694,2028-03-19,Noise-Cancelling Headset,1,149.99,completed
ORD-00057,2025-01-28,Webcam 1080p,3,69.99,returned
ORD-00067,2025-01-30,USB-C Hub 7-Port,2,49.99,completed
ORD-00026,2025-01-18,Ergonomic Mouse,3,64.99,completed
ORD-00586,2025-06-28,27-inch Monitor Stand,1,89.99,completed
ORD-00255,2025-03-27,Monitor Privacy Filter,3,39.99,completed
ORD-00111,2025-02-18,Tablet Stand Adjustable,4,22.99,completed
ORD-00451,2025-05-19,Portable Charger 20000mAh,3,44.99,completed
ORD-00085,2025-02-25,Monitor Privacy Filter,3,39.99,completed
ORD-00507,2025-06-26,Blue Light Glasses,4,29.99,completed
ORD-00525,2025-06-18,Desk Lamp LED,3,34.99,completed
ORD-00469,2025-05-09,USB-C Hub 7-Port,3,49.99,completed
ORD-00006,2025-05-26,Screen Cleaning Kit,1,9.99,completed
ORD-00320,2025-04-24,Smart Power Strip,3,54.99,completed
ORD-00145,2025-02-15,Mini Wireless Speaker,3,59.99,completed
ORD-00012,2025-01-24,HDMI Cable 2m,3,12.99,completed
ORD-00655,2025-02-21,Portable Charger 20000mAh,1,-44.99,completed
ORD-00166,2025-02-02,Screen Cleaning Kit,3,9.99,completed
ORD-00381,2025-05-25,Desk Lamp LED,1,34.99,completed
ORD-00524,2025-06-24,27-inch Monitor Stand,1,89.99,completed
ORD-00348,2025-04-13,Noise-Cancelling Headset,2,149.99,completed
ORD-00304,2025-04-02,27-inch Monitor Stand,5,89.99,completed
ORD-00064,2025-01-15,27-inch Monitor Stand,2,89.99,completed
ORD-00426,2025-05-19,Ergonomic Mouse,5,64.99,completed
ORD-00415,2025-05-07,Portable Charger 20000mAh,3,44.99,completed
ORD-00340,2025-04-28,Ergonomic Mouse,3,64.99,completed
ORD-00318,2025-04-18,Ergonomic Mouse,4,64.99,completed
ORD-00019,2025-01-01,Thermal Paste 5g,5,7.99,completed
ORD-00215,2025-03-28,Monitor Privacy Filter,3,39.99,completed
ORD-00260,2025-03-05,Screen Cleaning Kit,1,9.99,completed
ORD-00206,2025-03-29,Mechanical Keyboard TKL,2,129.99,completed
ORD-00296,2025-04-18,Desk Lamp LED,2,34.99,completed
ORD-00359,2025-04-05,Wireless Earbuds Pro,1,79.99,refunded
ORD-00417,2025-05-02,USB-C Hub 7-Port,4,49.99,completed
ORD-00487,2025-06-18,Tablet Stand Adjustable,5,22.99,completed
ORD-00603,2025-05-24,Mini Wireless Speaker,1,,completed
ORD-00375,2025-05-21,Screen Cleaning Kit,2,9.99,returned
ORD-00130,2025-02-02,Monitor Privacy Filter,5,39.99,completed
ORD-00477,2025-05-30,Webcam 1080p,4,69.99,completed
ORD-00309,2025-04-28,27-inch Monitor Stand,5,89.99,completed
ORD-00332,2025-04-04,Tablet Stand Adjustable,2,22.99,completed
ORD-00583,2025-06-29,Tablet Stand Adjustable,1,22.99,completed
ORD-00598,2025-06-29,Noise-Cancelling Headset,3,149.99,completed
ORD-00036,2025-01-09,Blue Light Glasses,2,29.99,completed
ORD-00432,2025-05-06,Mechanical Keyboard TKL,3,129.99,completed
ORD-00225,2025-03-25,Cable Management Box,4,19.99,completed
ORD-00108,2025-02-20,Desk Lamp LED,4,34.99,completed
ORD-00541,2025-06-29,Cable Management Box,3,19.99,completed
ORD-00439,2025-05-03,27-inch Monitor Stand,2,89.99,completed
ORD-00093,2025-02-09,Portable Charger 20000mAh,4,44.99,completed
ORD-00280,2025-04-10,Ergonomic Mouse,4,64.99,completed
ORD-00001,2025-04-17,Laptop Sleeve 15in,1,24.99,completed
ORD-00059,2025-01-20,Webcam 1080p,3,69.99,completed
ORD-00187,2025-03-22,Noise-Cancelling Headset,1,149.99,completed
ORD-00202,2025-03-15,Blue Light Glasses,4,29.99,completed
ORD-00454,2025-05-20,Smart Power Strip,4,54.99,completed
ORD-00511,2025-06-22,Monitor Privacy Filter,1,39.99,completed
ORD-00560,2025-06-18,Laptop Sleeve 15in,3,24.99,completed
ORD-00565,2025-06-04,Tablet Stand Adjustable,1,22.99,completed
ORD-00628,2025-05-03,Mini Wireless Speaker,unknown,59.99,completed
ORD-00343,2025-04-22,Ergonomic Mouse,4,64.99,completed
ORD-00164,2025-02-03,Blue Light Glasses,5,29.99,completed
ORD-00528,2025-06-10,Desk Lamp LED,4,34.99,returned
ORD-00091,2025-02-04,27-inch Monitor Stand,2,89.99,completed
ORD-00161,2025-02-05,Mechanical Keyboard TKL,2,129.99,completed
ORD-00596,2025-06-25,Desk Lamp LED,1,34.99,completed
ORD-00103,2025-02-09,Mini Wireless Speaker,1,59.99,completed
ORD-00165,2025-02-25,Screen Cleaning Kit,1,9.99,completed
ORD-00577,2025-06-05,Mechanical Keyboard TKL,1,129.99,completed
ORD-00409,2025-05-22,Blue Light Glasses,1,29.99,completed
ORD-00581,2025-06-10,Cable Management Box,3,19.99,completed
ORD-00172,2025-03-26,Mechanical Keyboard TKL,1,129.99,completed
ORD-00226,2025-03-06,Wrist Rest Pad,4,14.99,completed
ORD-00169,2025-02-05,Mini Wireless Speaker,2,59.99,completed
ORD-00334,2025-04-22,Cable Management Box,4,19.99,completed
ORD-00171,2025-03-06,27-inch Monitor Stand,3,89.99,completed
ORD-00203,2025-03-01,Wireless Earbuds Pro,5,79.99,completed
ORD-00692,2028-04-23,Thermal Paste 5g,1,7.99,completed
ORD-00156,2025-02-14,Blue Light Glasses,3,29.99,completed
ORD-00540,2025-06-09,Blue Light Glasses,1,29.99,completed
ORD-00420,2025-05-18,Blue Light Glasses,4,29.99,completed
ORD-00235,2025-03-11,Tablet Stand Adjustable,4,22.99,completed
ORD-00582,2025-06-12,27-inch Monitor Stand,3,89.99,completed
ORD-00406,2025-05-24,Screen Cleaning Kit,3,9.99,completed
ORD-00682,2028-05-13,Wireless Earbuds Pro,1,79.99,completed
ORD-00711,2025.01.32,Portable Charger 20000mAh,1,44.99,completed
ORD-00129,2025-02-27,Tablet Stand Adjustable,5,22.99,completed
ORD-00666,2025-06-24,Ergonomic Mouse,1,-64.99,completed
ORD-00437,2025-05-28,Laptop Sleeve 15in,2,24.99,completed
ORD-00248,2025-03-29,Thermal Paste 5g,2,7.99,completed
ORD-00448,2025-05-29,Thermal Paste 5g,3,7.99,refunded
ORD-00216,2025-03-21,HDMI Cable 2m,1,12.99,completed
ORD-00142,2025-02-16,USB-C Hub 7-Port,1,49.99,completed
ORD-00476,2025-05-11,Screen Cleaning Kit,1,9.99,completed
ORD-00086,2025-02-10,Noise-Cancelling Headset,1,149.99,refunded
ORD-00705,01-JAN,USB-C Hub 7-Port,1,49.99,completed
ORD-00671,2025-03-15,Portable Charger 20000mAh,1,-44.99,completed
ORD-00253,2025-03-24,Mechanical Keyboard TKL,4,129.99,completed
ORD-00636,2025-01-16,Noise-Cancelling Headset,unknown,149.99,completed
ORD-00539,2025-06-16,Blue Light Glasses,2,29.99,completed
ORD-00578,2025-06-14,Blue Light Glasses,4,29.99,completed
ORD-00022,2025-03-25,Smart Power Strip,1,54.99,completed
ORD-00532,2025-06-11,Ergonomic Mouse,1,64.99,refunded
ORD-00378,2025-05-01,Noise-Cancelling Headset,4,149.99,completed
ORD-00087,2025-02-03,Tablet Stand Adjustable,1,22.99,completed
ORD-00267,2025-03-09,Ergonomic Mouse,1,64.99,completed
ORD-00293,2025-04-11,Mini Wireless Speaker,2,59.99,completed
ORD-00557,2025-06-06,27-inch Monitor Stand,4,89.99,completed
ORD-00287,2025-04-17,Screen Cleaning Kit,4,9.99,completed
ORD-00425,2025-05-02,Cable Management Box,1,19.99,completed
ORD-00199,2025-03-10,Noise-Cancelling Headset,4,149.99,returned
ORD-00019,2025-02-14,Portable Charger 20000mAh,1,44.99,completed
ORD-00610,2025-04-04,Tablet Stand Adjustable,1,,completed
ORD-00529,2025-06-20,Mechanical Keyboard TKL,5,129.99,completed
ORD-00198,2025-03-04,Desk Lamp LED,5,34.99,refunded
ORD-00167,2025-02-28,Blue Light Glasses,1,29.99,completed
ORD-00307,2025-04-29,Cable Management Box,2,19.99,completed
ORD-00690,2028-11-23,Ergonomic Mouse,1,64.99,completed
ORD-00490,2025-06-09,Wrist Rest Pad,3,14.99,completed
ORD-00395,2025-05-01,Smart Power Strip,2,54.99,returned
ORD-00182,2025-03-09,Mini Wireless Speaker,5,59.99,completed
ORD-00010,2025-05-15,Tablet Stand Adjustable,1,22.99,completed
ORD-00014,2025-01-18,Tablet Stand Adjustable,3,22.99,completed
ORD-00364,2025-04-08,Mechanical Keyboard TKL,1,129.99,completed
ORD-00579,2025-06-05,Blue Light Glasses,2,29.99,completed
ORD-00263,2025-03-16,Noise-Cancelling Headset,3,149.99,returned
ORD-00285,2025-04-15,Thermal Paste 5g,2,7.99,completed
ORD-00286,2025-04-29,Mechanical Keyboard TKL,4,129.99,completed
ORD-00230,2025-03-30,Ergonomic Mouse,5,64.99,completed
ORD-00221,2025-03-20,Tablet Stand Adjustable,4,22.99,completed
ORD-00710,not-a-date,Blue Light Glasses,1,29.99,completed
ORD-00045,2025-01-11,Wrist Rest Pad,4,14.99,completed
ORD-00068,2025-01-13,Wrist Rest Pad,5,14.99,completed
ORD-00617,2025-03-23,Thermal Paste 5g,1,,completed
ORD-00014,2025-03-26,Ergonomic Mouse,1,64.99,completed
ORD-00372,2025-05-18,Smart Power Strip,3,54.99,completed
ORD-00228,2025-03-31,27-inch Monitor Stand,5,89.99,completed
ORD-00158,2025-02-13,Thermal Paste 5g,1,7.99,completed
ORD-00003,2025-01-01,Wireless Earbuds Pro,2,79.99,refunded
ORD-00575,2025-06-19,Screen Cleaning Kit,4,9.99,completed
ORD-00055,2025-01-04,Blue Light Glasses,2,29.99,refunded
ORD-00716,yesterday,Smart Power Strip,1,54.99,completed
ORD-00163,2025-02-16,Laptop Sleeve 15in,1,24.99,completed
ORD-00023,2025-04-13,Mechanical Keyboard TKL,1,129.99,completed
ORD-00498,2025-06-12,Mechanical Keyboard TKL,4,129.99,completed
ORD-00401,2025-05-15,Noise-Cancelling Headset,4,149.99,refunded
ORD-00471,2025-05-05,Thermal Paste 5g,1,7.99,completed
ORD-00388,2025-05-07,Blue Light Glasses,3,29.99,completed
ORD-00079,2025-01-07,Mini Wireless Speaker,1,59.99,completed
ORD-00629,2025-06-11,Smart Power Strip,,54.99,completed
ORD-00479,2025-05-30,Ergonomic Mouse,4,64.99,completed
ORD-00038,2025-01-28,Mechanical Keyboard TKL,3,129.99,completed
ORD-00366,2025-04-30,Mechanical Keyboard TKL,3,129.99,completed
ORD-00127,2025-02-02,Wrist Rest Pad,2,14.99,completed
ORD-00152,2025-02-18,Mechanical Keyboard TKL,2,129.99,completed
ORD-00317,2025-04-07,Desk Lamp LED,5,34.99,completed
ORD-00044,2025-01-14,Monitor Privacy Filter,5,39.99,completed
ORD-00488,2025-06-07,Tablet Stand Adjustable,1,22.99,completed
ORD-00624,2025-05-30,Monitor Privacy Filter,2,,completed
ORD-00300,2025-04-01,HDMI Cable 2m,2,12.99,completed
ORD-00349,2025-04-24,Desk Lamp LED,5,34.99,completed
ORD-00096,2025-02-27,Ergonomic Mouse,2,64.99,completed
ORD-00222,2025-03-07,Cable Management Box,2,19.99,completed
ORD-00612,2025-05-09,Wrist Rest Pad,1,,completed
ORD-00284,2025-04-12,Thermal Paste 5g,5,7.99,completed
ORD-00698,2028-12-06,Tablet Stand Adjustable,1,22.99,completed
ORD-00117,2025-02-09,Noise-Cancelling Headset,3,149.99,completed
ORD-00562,2025-06-14,Screen Cleaning Kit,1,9.99,completed
ORD-00639,2025-04-07,Smart Power Strip,?,54.99,completed
ORD-00140,2025-02-07,Laptop Sleeve 15in,3,24.99,completed
ORD-00325,2025-04-16,Cable Management Box,5,19.99,completed
ORD-00604,2025-05-22,Desk Lamp LED,2,,completed
ORD-00168,2025-02-04,Webcam 1080p,3,69.99,completed
ORD-00397,2025-05-09,27-inch Monitor Stand,2,89.99,completed
ORD-00656,2025-03-11,Tablet Stand Adjustable,1,-22.99,completed
ORD-00305,2025-04-08,Mechanical Keyboard TKL,5,129.99,completed
